url_path,views_total,views_unique
/microsoft/power-platform-skills,2487,1573
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,627,381
/microsoft/power-platform-skills/tree/main/plugins,449,283
/microsoft/power-platform-skills/tree/main,350,229
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,269,179
/microsoft/power-platform-skills/tree/main/plugins/code-apps,259,153
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,172,123
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,133,86
/microsoft/power-platform-skills/issues,116,60
/microsoft/power-platform-skills/tree/main/plugins/power-pages,106,72
