url_path,views_total,views_unique
/microsoft/power-platform-skills,2710,1758
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,451,285
/microsoft/power-platform-skills/tree/main/plugins,424,269
/microsoft/power-platform-skills/tree/main,369,217
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,238,159
/microsoft/power-platform-skills/tree/main/plugins/code-apps,235,151
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,172,121
/microsoft/power-platform-skills/tree/main/plugins/power-pages,137,75
/microsoft/power-platform-skills/issues,124,69
/microsoft/power-platform-skills/pulls,123,52
