url_path,views_total,views_unique
/microsoft/power-platform-skills,3308,2189
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,440,286
/microsoft/power-platform-skills/tree/main/plugins,430,295
/microsoft/power-platform-skills/tree/main,392,253
/microsoft/power-platform-skills/tree/main/plugins/code-apps,244,166
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,235,157
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,184,122
/microsoft/power-platform-skills/tree/main/plugins/model-apps,125,88
/microsoft/power-platform-skills/tree/main/plugins/power-pages,114,74
/microsoft/power-platform-skills/blob/main/AGENTS.md,109,78
