referrer,views_total,views_unique
Google,4884,1595
linkedin.com,3119,1753
youtube.com,1678,676
com.linkedin.android,1497,873
Bing,1426,470
teams.public.onecdn.static.microsoft,1388,573
github.com,1316,460
statics.teams.cdn.office.net,391,155
learn.microsoft.com,279,94
rajeevpentyala.com,143,27
