referrer,views_total,views_unique
Google,6489,2219
teams.public.onecdn.static.microsoft,2421,985
Bing,2247,760
github.com,2037,669
youtube.com,1402,520
linkedin.com,897,468
chatgpt.com,340,90
learn.microsoft.com,289,97
com.linkedin.android,227,165
DuckDuckGo,142,35
