referrer,views_total,views_unique
Google,5715,2239
teams.public.onecdn.static.microsoft,2287,971
Bing,1976,741
github.com,1860,720
youtube.com,1144,451
linkedin.com,648,384
learn.microsoft.com,310,124
chatgpt.com,285,83
DuckDuckGo,127,43
com.linkedin.android,122,95
