url_path,views_total,views_unique
/microsoft/power-platform-skills,10922,6417
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2243,1280
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1834,1059
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1561,1014
/microsoft/power-platform-skills/tree/main/plugins,1380,889
/microsoft/power-platform-skills/tree/main,1294,778
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,550,362
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,388,269
/microsoft/power-platform-skills/tree/main/plugins/code-apps,387,269
/microsoft/power-platform-skills/pulls,387,97
