url_path,views_total,views_unique
/microsoft/power-platform-skills,3186,2044
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,494,291
/microsoft/power-platform-skills/tree/main/plugins,445,313
/microsoft/power-platform-skills/tree/main,421,252
/microsoft/power-platform-skills/tree/main/plugins/code-apps,263,170
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,223,155
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,178,117
/microsoft/power-platform-skills/tree/main/plugins/model-apps,156,105
/microsoft/power-platform-skills/issues,132,80
/microsoft/power-platform-skills/tree/main/plugins/power-pages,123,79
