url_path,views_total,views_unique
/microsoft/power-platform-skills,4245,2760
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1041,653
/microsoft/power-platform-skills/tree/main/plugins,623,392
/microsoft/power-platform-skills/tree/main,443,287
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,307,211
/microsoft/power-platform-skills/tree/main/plugins/code-apps,302,179
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,251,162
/microsoft/power-platform-skills/tree/main/plugins/model-apps,195,129
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,194,131
/microsoft/power-platform-skills/pulls,157,64
