url_path,views_total,views_unique
/microsoft/power-platform-skills,2657,1684
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,490,286
/microsoft/power-platform-skills/tree/main/plugins,431,255
/microsoft/power-platform-skills/tree/main,376,224
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,246,160
/microsoft/power-platform-skills/tree/main/plugins/code-apps,236,143
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,175,124
/microsoft/power-platform-skills/tree/main/plugins/power-pages,134,76
/microsoft/power-platform-skills/issues,133,76
/microsoft/power-platform-skills/pulls,125,52
