url_path,views_total,views_unique
/microsoft/power-platform-skills,7961,5060
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3524,2279
/microsoft/power-platform-skills/tree/main/plugins,1330,803
/microsoft/power-platform-skills/tree/main,1127,740
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1116,717
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,752,486
/microsoft/power-platform-skills/issues,454,189
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,361,254
/microsoft/power-platform-skills/tree/main/plugins/code-apps,361,226
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,321,198
