url_path,views_total,views_unique
/microsoft/power-platform-skills,2545,1597
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,597,340
/microsoft/power-platform-skills/tree/main/plugins,482,275
/microsoft/power-platform-skills/tree/main,390,247
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,286,179
/microsoft/power-platform-skills/tree/main/plugins/code-apps,256,151
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,186,122
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,137,85
/microsoft/power-platform-skills/tree/main/plugins/model-apps,125,83
/microsoft/power-platform-skills/issues,122,65
