url_path,views_total,views_unique
/microsoft/power-platform-skills,10064,5634
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3052,2097
/microsoft/power-platform-skills/tree/main/plugins,1633,950
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1575,1021
/microsoft/power-platform-skills/tree/main,1388,828
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1146,647
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,538,346
/microsoft/power-platform-skills/tree/main/plugins/model-apps,440,262
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,438,292
/microsoft/power-platform-skills/tree/main/plugins/code-apps,437,285
